make,model,colour,capacity,network,grade,condition,count
Samsung,"galaxy s3 mini gt-i8190n",Blue,8GB,Vodafone,"Grade D",BER-Scrap,4
Samsung,"galaxy s3 mini gt-i8190n",Blue,8GB,Unknown,"Grade D",BER,4
Samsung,"galaxy s3 mini gt-i8190n",White,8GB,Damaged,Unknown,Non-working,4
Samsung,"galaxy s3 mini gt-i8190n",Blue,8GB,Unlocked,"Grade A - Very Good Condition",Working,4
Samsung,"galaxy s3 mini gt-i8190n",Blue,8GB,Tesco-Mobile,"Grade C - Acceptable Condition",Working,4
Samsung,"galaxy s3 mini gt-i8190n",Blue,8GB,"UK Unlocked Only","Grade C - Acceptable Condition",Working,4
Samsung,"galaxy s3 mini gt-i8190n",Blue,8GB,Unlocked,"Insurance Grade","Non-working - Need Battery Cover",4
Samsung,"galaxy s3 mini gt-i8190n",Blue,16GB,Unlocked,"Grade C - Acceptable Condition",Working,8
Samsung,"galaxy s3 mini gt-i8190n",Blue,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Working - Minor Issue",4
Samsung,"galaxy s3 mini gt-i8190n",White,8GB,Damaged,"Grade D",BER-Scrap,4
Samsung,"galaxy s3 mini gt-i8190n",White,8GB,Unlocked,"Grade D",Working,4
Samsung,"galaxy s3 mini gt-i8190n","Black Sapphire",16GB,Damaged,"Grade B - Good Condition","Awaiting Parts",4
Samsung,"galaxy s3 mini gt-i8190n","Black Sapphire",8GB,Unlocked,"Grade C - Acceptable Condition",Working,4
Samsung,"galaxy s3 mini gt-i8190n",White,16GB,Virgin,"Grade D","Non-working - DeBrand And Unlock",4
Samsung,"galaxy s3 mini i8200",Black,4GB,Unlocked,"Grade D",Working,4
Samsung,"galaxy s3 mini i8200",Blue,8GB,Unlocked,"Grade A - Very Good Condition",Working,8
Samsung,"galaxy s3 mini i8200","Pebble Blue",8GB,Unlocked,"Grade B B2B","Working - Minor Issue",4
Samsung,"galaxy s3 mini i8200",White,8GB,Unlocked,"Insurance Grade","Brand New",4
Samsung,"galaxy s3 mini i8200",White,8GB,Unlocked,"Grade A - Very Good Condition",Working,4
Samsung,"galaxy s3 mini i8200",White,8GB,Unlocked,"Insurance Grade","Non-working - Need Battery Cover",4
Samsung,"galaxy s3 mini i8200",Blue,8GB,Unlocked,"Insurance Grade",Working,8
Samsung,"galaxy s3 mini i8200",Blue,8GB,Unlocked,"Insurance Grade","Brand New",4
Samsung,"galaxy s3 mini i8200",White,4GB,Unlocked,"Grade B - Good Condition",Working,4
Samsung,"galaxy s3 mini i8200",White,8GB,"Not Applicable","Grade C - Acceptable Condition",BER,4
Samsung,"galaxy s3 mini i8200",White,8GB,Unlocked,"Grade C - Acceptable Condition","Working – Minor Screen Burn",4
Samsung,"galaxy s3 mini i8200",White,8GB,Unlocked,"Not Graded","Non-working - Need Battery Cover",4
Samsung,"galaxy s3 mini i8200",Blue,8GB,Unlocked,"Grade B - Good Condition","Working - Minor Issue",4
Samsung,"galaxy s3 mini i8200",White,8GB,Unlocked,Unknown,Non-working,4
Samsung,"galaxy s3 mini i8200",White,"Not Applicable",Damaged,Unknown,Non-working,4
Samsung,"GALAXY S3 MINI I8200N - FBA UK","Pebble Blue",8GB,Unlocked,"Brand New","Brand New",4
Samsung,"GALAXY S3 MINI VE GT-I8200N",White,8GB,Unlocked,"Grade B - Good Condition",Working,12
Samsung,"GALAXY S3 MINI VE GT-I8200N",Blue,8GB,Unknown,"Grade D",BER-Scrap,4
Samsung,"GALAXY S3 MINI VE GT-I8200N",Blue,8GB,Unlocked,"Grade D",Working,272
Samsung,"GALAXY S3 MINI VE GT-I8200N",Blue,8GB,Unlocked,"Grade B B2B",Working,44
Samsung,"GALAXY S3 MINI VE GT-I8200N",Blue,8GB,Unlocked,"Grade C - Acceptable Condition",Working,160
Samsung,"GALAXY S3 MINI VE GT-I8200N",Blue,8GB,Unlocked,"Grade B - Good Condition",Working,56
Samsung,"GALAXY S3 MINI VE GT-I8200N",Blue,8GB,Vodafone,"Grade C - Acceptable Condition",Non-working,4
Samsung,"GALAXY S3 MINI VE GT-I8200N",White,8GB,Unlocked,"Grade B B2B",Working,8
Samsung,"GALAXY S3 MINI VE GT-I8200N",Blue,8GB,Vodafone,"Grade D",BER-Scrap,12
Samsung,"GALAXY S3 MINI VE GT-I8200N",Blue,8GB,Vodafone,Unknown,Non-working,12
Samsung,"GALAXY S3 MINI VE GT-I8200N",White,8GB,Unlocked,"Grade A - Very Good Condition",Working,12
Samsung,"GALAXY S3 MINI VE GT-I8200N",White,8GB,Unlocked,"Grade D",Working,12
Samsung,"GALAXY S3 MINI VE GT-I8200N",Blue,8GB,Vodafone,"Grade B - Good Condition",Non-working,4
Samsung,"GALAXY S3 MINI VE GT-I8200N",Blue,8GB,Unlocked,"Grade D",Non-working,4
Samsung,"GALAXY S3 MINI VE GT-I8200N",Blue,8GB,Vodafone,"Grade D",Working,4
Samsung,"GALAXY S3 MINI VE GT-I8200N",White,8GB,Unlocked,"Grade C - Acceptable Condition",Working,24
Samsung,"GALAXY S3 MINI VE GT-I8200N",Blue,8GB,Vodafone,"Grade C - Acceptable Condition","Non-working - Unlock",8
Samsung,"GALAXY S3 MINI VE GT-I8200N",Blue,8GB,Unlocked,"Grade A - Very Good Condition",Working,8
Samsung,"GALAXY S3 MINI VE GT-I8200N",Blue,8GB,Vodafone,"Grade B - Good Condition","Non-working - Unlock",4
Samsung,"GALAXY S3 MINI VE GT-I8200N",White,8GB,Foreign,"Grade D",BER,4
Samsung,"GALAXY S3 MINI VE GT-I8200N",Red,8GB,Unlocked,"Grade B - Good Condition",Working,4
Samsung,"GALAXY S3 MINI VE GT-I8200N",Blue,16GB,Vodafone,"Grade C - Acceptable Condition","Working - Minor Issue",4
Samsung,"GALAXY S3 NEO I9301I",White,16GB,Unlocked,"Grade A - Very Good Condition",Working,4
Samsung,"GALAXY S3 NEO I9301I",Black,8GB,Damaged,Unknown,Non-working,4
Samsung,"GALAXY S3 NEO I9301I","Black Sapphire",16GB,Unlocked,"Grade C - Acceptable Condition",Working,4
Samsung,"GALAXY S3 NEO I9301I",Black,16GB,Unlocked,"Grade D","Non-working - Need Repair - HardWare",4
Samsung,"GALAXY S3 PEBBLE - MP3 PLAYER","Pebble Blue","Not Applicable","Not Applicable","Brand New","Brand New",104
Samsung,"GALAXY S3 PEBBLE - MP3 PLAYER",Black,"Not Applicable","Not Applicable","Brand New","Brand New",4
Samsung,"GALAXY S3 PEBBLE - MP3 PLAYER","Pebble Blue","Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,8
Samsung,"Galaxy S4 / S IV Active i9295",Black,16GB,Unlocked,"Grade C - Acceptable Condition",Working,8
Samsung,"Galaxy S4 / S IV Active i9295",Black,16GB,Unlocked,"Grade D",Working,4
Samsung,"Galaxy S4 / S IV Active i9295",Black,16GB,Unlocked,"Grade B - Good Condition",Working,4
Samsung,"Galaxy S4 / S IV i9505",Black,16GB,Unlocked,"Grade B - Good Condition",Working,64
Samsung,"Galaxy S4 / S IV i9505",White,16GB,Unlocked,"Grade B B2B",Working,24
Samsung,"Galaxy S4 / S IV i9505",White,16GB,Unlocked,"Insurance Grade","Brand New",20
Samsung,"Galaxy S4 / S IV i9505",Grey,16GB,Unlocked,"Grade B B2B",Working,20
Samsung,"Galaxy S4 / S IV i9505",Black,16GB,Unlocked,"Grade B B2B",Working,48
Samsung,"Galaxy S4 / S IV i9505",Grey,16GB,Unlocked,"Grade C - Acceptable Condition",Working,12
Samsung,"Galaxy S4 / S IV i9505",Grey,16GB,Unlocked,"Grade D",Working,8
Samsung,"Galaxy S4 / S IV i9505",Black,16GB,Unlocked,"Grade D",Working,16
Samsung,"Galaxy S4 / S IV i9505",White,16GB,Unlocked,"Grade B - Good Condition",Working,36
Samsung,"Galaxy S4 / S IV i9505",Black,16GB,Unknown,"Grade D",BER-Scrap,24
Samsung,"Galaxy S4 / S IV i9505",Black,16GB,Unknown,Unknown,Non-working,4
Samsung,"Galaxy S4 / S IV i9505",White,16GB,Unlocked,"Grade A - Very Good Condition",Working,28
Samsung,"Galaxy S4 / S IV i9505",Black,16GB,Unlocked,"Grade C - Acceptable Condition",Working,104
Samsung,"Galaxy S4 / S IV i9505",White,16GB,Unlocked,"Grade C - Acceptable Condition","Working - Minor Issue",4
Samsung,"Galaxy S4 / S IV i9505",White,16GB,Unknown,Unknown,Non-working,4
Samsung,"Galaxy S4 / S IV i9505",Black,16GB,Unlocked,"Grade A - Very Good Condition",Working,28
Samsung,"Galaxy S4 / S IV i9505",Black,32GB,Unlocked,"Grade C - Acceptable Condition",Working,20
Samsung,"Galaxy S4 / S IV i9505",White,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,4
Samsung,"Galaxy S4 / S IV i9505","Black Leather",16GB,Unlocked,"Grade B - Good Condition",Working,4
Samsung,"Galaxy S4 / S IV i9505",Black,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,4
Samsung,"Galaxy S4 / S IV i9505",Black,"Not Applicable",Unknown,"Grade D",BER-Scrap,4
Samsung,"Galaxy S4 / S IV i9505",White,16GB,Unknown,"Grade D",BER-Scrap,8
Samsung,"Galaxy S4 / S IV i9505",Black,32GB,Unlocked,"Grade C - Acceptable Condition","Working - Minor Issue",4
Samsung,"Galaxy S4 / S IV i9505",Black,32GB,Foreign,"Grade D",BER-Scrap,4
Samsung,"Galaxy S4 / S IV i9505",Black,16GB,Unlocked,"Grade D",BER-Scrap,8
Samsung,"Galaxy S4 / S IV i9505",White,16GB,Damaged,"Grade D",BER-Scrap,8
Samsung,"Galaxy S4 / S IV i9505",Black,16GB,Unlocked,"Grade B - Good Condition",Non-working,4
Samsung,"Galaxy S4 / S IV i9505",White,16GB,Unlocked,"Grade C - Acceptable Condition",Working,28
Samsung,"Galaxy S4 / S IV i9505",Blue,16GB,Unlocked,"Grade C - Acceptable Condition",Working,12
Samsung,"Galaxy S4 / S IV i9505",White,16GB,Unlocked,"Grade D",BER-Scrap,4
Samsung,"Galaxy S4 / S IV i9505",Blue,16GB,Unlocked,"Grade D",BER-Scrap,4
Samsung,"Galaxy S4 / S IV i9505",Black,16GB,Unlocked,"Grade C - Acceptable Condition","Working - Minor Issue",12
Samsung,"Galaxy S4 / S IV i9505",Black,16GB,Unlocked,"Grade C - Acceptable Condition","Power On Tested-Broken LCD",4
Samsung,"Galaxy S4 / S IV i9505",Blue,16GB,Unlocked,"Grade B - Good Condition",Working,4
Samsung,"Galaxy S4 / S IV i9505",Black,16GB,Unlocked,"Insurance Grade","Brand New",8
Samsung,"Galaxy S4 / S IV i9505","Black Sapphire",8GB,"Not Applicable","Grade B - Good Condition",Working,8
Samsung,"Galaxy S4 / S IV i9505","Black Sapphire",8GB,"Not Applicable","Grade B B2B",Working,20
Samsung,"Galaxy S4 / S IV i9505","Black Sapphire",8GB,"Not Applicable","Grade C - Acceptable Condition",Working,20
Samsung,"Galaxy S4 / S IV i9505","Black Sapphire",8GB,"Not Applicable","Grade A - Very Good Condition",Working,4
Samsung,"Galaxy S4 / S IV i9505","Black Sapphire",8GB,"Not Applicable","Grade D",BER-Scrap,48
Samsung,"Galaxy S4 / S IV i9505",White,8GB,"Not Applicable","Grade C - Acceptable Condition",Working,8
Samsung,"Galaxy S4 / S IV i9505",White,8GB,"Not Applicable","Grade D",BER-Scrap,52
Samsung,"Galaxy S4 / S IV i9505","Black Sapphire",8GB,"Not Applicable",Unknown,"Power On Tested-Good LCD",4
Samsung,"Galaxy S4 / S IV i9505","Black Sapphire","Not Applicable",Damaged,"Grade D",BER-Scrap,4
Samsung,"Galaxy S4 / S IV i9505","Black Sapphire",8GB,"Not Applicable","Grade C - Acceptable Condition","iOS 7 Locked",4
Samsung,"Galaxy S4 / S IV i9505","Black Mist",16GB,Unlocked,"Insurance Grade","Brand New",20
Samsung,"Galaxy S4 / S IV i9505","Black Leather",16GB,Unlocked,"Insurance Grade","Brand New",8
Samsung,"Galaxy S4 / S IV i9505","Black Mist",16GB,Unlocked,"Grade B - Good Condition","Working - Minor Issue",4
Samsung,"Galaxy S4 / S IV i9505",Black,16GB,Unlocked,"Grade A - Very Good Condition","Use For Parts",4
Samsung,"Galaxy S4 / S IV i9505",Blue,32GB,Unlocked,"Grade B - Good Condition",Working,4
Samsung,"Galaxy S4 / S IV i9505","Black Sapphire",32GB,Vodafone,"Grade C - Acceptable Condition",Working,4
Samsung,"Galaxy S4 / S IV i9505",Black,32GB,Unlocked,"Grade C - Acceptable Condition","Use For Parts",4
Samsung,"Galaxy S4 / S IV i9505",Blue,16GB,Unlocked,"Grade D",Blacklisted,4
Samsung,"Galaxy S4 / S IV i9505",White,16GB,O2,"Grade D","Non-working - Need Repair - HardWare",4
Samsung,"Galaxy S4 / S IV i9505",Blue,16GB,Unlocked,Unknown,Non-working,4
Samsung,"Galaxy S4 / S IV i9505",Blue,16GB,"EE Network","Grade D","Non-working - Need Repair - HardWare",4
Samsung,"Galaxy S4 / S IV i9505",Black,16GB,"EE Network","Grade C - Acceptable Condition",Blacklisted,4
Samsung,"Galaxy S4 / S IV i9505","Black Sapphire",32GB,O2,"Grade C - Acceptable Condition",Working,4
Samsung,"Galaxy S4 / S IV i9505","Black Sapphire",32GB,Unlocked,"Grade B - Good Condition",Working,4
Samsung,"Galaxy S4 / S IV i9505","Black Sapphire",16GB,Unlocked,"Grade B - Good Condition",Working,4
Samsung,"Galaxy S4 / S IV i9505",Black,16GB,Damaged,Unknown,Non-working,4
Samsung,"Galaxy S4 / S IV i9505","Black Mist",16GB,Unlocked,Unknown,"Non-working - Need Repair - HardWare",8
Samsung,"Galaxy S4 / S IV i9505",White,16GB,O2,Unknown,"Non-working - Need Repair - HardWare",4
Samsung,"Galaxy S4 / S IV i9505",White,16GB,Unlocked,"Grade D","Working – Minor Screen Burn",4
Samsung,"Galaxy S4 / S IV i9505","Black Mist",32GB,Unlocked,"Grade C - Acceptable Condition","Working – Minor Screen Burn",4
Samsung,"Galaxy S4 / S IV i9505",Red,32GB,Unlocked,"Grade C - Acceptable Condition","Working - Need Battery Cover",4
Samsung,"Galaxy S4 / S IV i9505",Black,16GB,Unlocked,"Grade C - Acceptable Condition","Working - Need Battery Cover",4
Samsung,"Galaxy S4 / S IV i9505","Black Mist",16GB,Unlocked,"Grade C - Acceptable Condition","Working – Minor Screen Burn",4
Samsung,"Galaxy S4 / S IV i9505",White,16GB,Unlocked,Unknown,"Non-working - Need Repair - Software",4
Samsung,"Galaxy S4 / S IV i9505",White,16GB,O2,"Grade B - Good Condition",Blacklisted,4
Samsung,"Galaxy S4 / S IV Mini i9195",White,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Working - Minor Issue",4
Samsung,"Galaxy S4 / S IV Mini i9195",Black,8GB,Unlocked,"Insurance Grade","Brand New",4
Samsung,"Galaxy S4 / S IV Mini i9195",White,8GB,Unlocked,"Grade B - Good Condition",Working,12
Samsung,"Galaxy S4 / S IV Mini i9195",White,8GB,Unlocked,"Insurance Grade","Brand New",28
Samsung,"Galaxy S4 / S IV Mini i9195",White,8GB,Unlocked,"Grade A - Very Good Condition",Working,12
Samsung,"Galaxy S4 / S IV Mini i9195",White,8GB,Unlocked,"Grade C - Acceptable Condition",Working,8
Samsung,"Galaxy S4 / S IV Mini i9195",White,8GB,Unlocked,"Grade B B2B",Working,12
Samsung,"Galaxy S4 / S IV Mini i9195",Black,8GB,Unlocked,"Grade C - Acceptable Condition",Working,56
Samsung,"Galaxy S4 / S IV Mini i9195",Black,8GB,Unlocked,"Grade A - Very Good Condition",Working,12
Samsung,"Galaxy S4 / S IV Mini i9195",Black,8GB,Unlocked,"Grade B - Good Condition",Working,32
Samsung,"Galaxy S4 / S IV Mini i9195",Black,8GB,"EE Network","Grade A - Very Good Condition",Working,4
Samsung,"Galaxy S4 / S IV Mini i9195",Black,8GB,Unknown,"Grade D","Power On Tested-Broken LCD",4
Samsung,"Galaxy S4 / S IV Mini i9195",Black,8GB,Unknown,"Grade C - Acceptable Condition",Non-working,4
Samsung,"Galaxy S4 / S IV Mini i9195",Black,8GB,Unknown,"Grade D",BER-Scrap,12
Samsung,"Galaxy S4 / S IV Mini i9195",Black,8GB,Unlocked,"Grade B - Good Condition","Working - Minor Issue",16
Samsung,"Galaxy S4 / S IV Mini i9195",Black,8GB,Unlocked,"Grade D",Working,20
Samsung,"Galaxy S4 / S IV Mini i9195",White,8GB,Unknown,"Grade D",BER-Scrap,12
Samsung,"Galaxy S4 / S IV Mini i9195",Black,8GB,Unlocked,Unknown,"Warranty Send-Off",4
Samsung,"Galaxy S4 / S IV Mini i9195",Black,8GB,Unlocked,"Grade B B2B",Working,16
Samsung,"Galaxy S4 / S IV Mini i9195",White,8GB,Damaged,"Grade D",BER-Scrap,4
Samsung,"Galaxy S4 / S IV Mini i9195",Black,8GB,Unlocked,"Grade D",BER-Scrap,4
Samsung,"Galaxy S4 / S IV Mini i9195",Black,16GB,Unlocked,"Grade C - Acceptable Condition",Working,4
Samsung,"Galaxy S4 / S IV Mini i9195","Black Sapphire",8GB,Unlocked,"Grade B B2B",Working,4
Samsung,"Galaxy S4 / S IV Mini i9195","Black Mist",8GB,"Not Applicable","Grade B - Good Condition","Use For Parts",20
Samsung,"Galaxy S4 / S IV Mini i9195","Black Mist",8GB,"Not Applicable","Grade C - Acceptable Condition","Use For Parts",4
Samsung,"Galaxy S4 / S IV Mini i9195","Black Mist",8GB,"Not Applicable","Grade A - Very Good Condition","Use For Parts",4
Samsung,"Galaxy S4 / S IV Mini i9195","Black Mist",8GB,"Not Applicable","Grade D",BER-Scrap,4
Samsung,"Galaxy S4 / S IV Mini i9195",Black,8GB,Unlocked,"Grade C - Acceptable Condition","Working - Minor Issue",4
Samsung,"Galaxy S4 / S IV Mini i9195",Black,Unknown,Unlocked,"Grade C - Acceptable Condition",Working,4
Samsung,"Galaxy S4 / S IV Zoom",Black,8GB,Unlocked,"Grade B - Good Condition",Working,8
Samsung,"Galaxy S4 / S IV Zoom",White,8GB,Unlocked,"Insurance Grade","Brand New",4
Samsung,"Galaxy S4 / S IV Zoom",Black,8GB,Unlocked,"Insurance Grade","Brand New",12
Samsung,"Galaxy S4 / S IV Zoom",Black,8GB,Unlocked,"Grade A - Very Good Condition",Working,68
Samsung,"Galaxy S4 / S IV Zoom",White,8GB,Unlocked,"Grade B - Good Condition",Working,4
Samsung,"Galaxy S4 / S IV Zoom",Black,8GB,Unlocked,"Grade D",Working,4
Samsung,"GALAXY S4 AGH-I337",Blue,16GB,Unlocked,Unknown,Non-working,4
Samsung,"GALAXY S4 BATTERY - 2600 MAH",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,40
Samsung,"GALAXY S4 EXTRA BATTERY KIT - 2600 MAH",White,"Not Applicable","Not Applicable","Brand New","Brand New",4
Samsung,"GALAXY S4 FLIP COVER - EF-F1950BBEG",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",92
Samsung,"GALAXY S4 FLIP COVER - EF-F1950BBEG",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,4
Samsung,"GALAXY S4 FLIP COVER - EF-F1950BBEG",White,"Not Applicable","Not Applicable","Brand New","Brand New",4
Samsung,"GALAXY S4 FLIP COVER - EF-F1950BBEG",White,"Not Applicable","Not Applicable","Insurance Grade","Brand New",4
Samsung,"GALAXY S4 FLIP COVER CASE",White,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,8
Samsung,"Galaxy S4 i9500",White,"Not Applicable","Not Applicable","Grade B - Good Condition",Counterfeit,4
Samsung,"Galaxy S4 i9500",Red,16GB,Damaged,Unknown,"Non-working - Need Repair - HardWare",4
Samsung,"Galaxy S4 i9500",Black,16GB,Unlocked,"Grade C - Acceptable Condition","Working - Minor Issue",4
Samsung,"Galaxy S4 i9500",White,32GB,Unlocked,"Grade C - Acceptable Condition","Awaiting Parts",4
Samsung,"Galaxy S4 i9500",Black,16GB,Unlocked,"Grade C - Acceptable Condition",Working,4
Samsung,"galaxy s4 i9506",Black,16GB,Unlocked,"Grade B B2B",Working,4
Samsung,"GALAXY S4 I9515",White,16GB,Unlocked,"Grade A - Very Good Condition",Non-working,4
Samsung,"GALAXY S4 I9515",Black,16GB,Unlocked,"Insurance Grade","Brand New",4
Samsung,"GALAXY S4 I9515","Black Mist",16GB,Unlocked,"Insurance Grade","Brand New",4
Samsung,"Galaxy S4 Mini i9190",Black,8GB,Unlocked,"Brand New","Brand New",4
Samsung,"Galaxy S4 Mini i9190",Black,8GB,Damaged,"Not Graded",BER-Scrap,4
Samsung,"Galaxy S4 Mini i9190",Black,8GB,Unlocked,"Grade C - Acceptable Condition","Non-working - Need Battery",4
Samsung,"Galaxy S4 Mini i9190","Black Sapphire",8GB,Vodafone,"Grade C - Acceptable Condition","Non-working - Unlock",4
Samsung,"Galaxy S4 mini i9195",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,4
Samsung,"Galaxy S4 mini i9195",Black,"Not Applicable",Unlocked,"Grade D",Working,4
Samsung,"Galaxy S4 mini i9195",Black,8GB,Unlocked,"Grade B - Good Condition",Working,8
Samsung,"Galaxy S4 mini i9195",White,8GB,Unknown,"Grade D",BER-Scrap,4
Samsung,"Galaxy S4 mini i9195",Black,8GB,Foreign,"Grade D",BER-Scrap,4
Samsung,"Galaxy S4 mini i9195",Black,8GB,Unlocked,"Grade B B2B",Working,8
Samsung,"Galaxy S4 mini i9195",Black,8GB,Unlocked,"Grade A - Very Good Condition",Working,12
Samsung,"Galaxy S4 mini i9195",Black,8GB,Unlocked,"Grade D",BER-Scrap,4
Samsung,"Galaxy S4 mini i9195",Black,"Not Applicable",Vodafone-Ireland,"Grade B - Good Condition",Working,4
Samsung,"Galaxy S4 mini i9195",Black,8GB,Unlocked,"Grade C - Acceptable Condition",Working,40
Samsung,"Galaxy S4 mini i9195",Black,8GB,Unknown,Unknown,"Power On Tested-Good LCD",4
Samsung,"Galaxy S4 mini i9195","Black Sapphire","Not Applicable",Damaged,Unknown,Non-working,4
Samsung,"Galaxy S4 mini i9195","Black Sapphire",8GB,"Not Applicable",Unknown,"Non-working - DeBrand",12
Samsung,"Galaxy S4 mini i9195","Black Sapphire",8GB,"Not Applicable","Grade C - Acceptable Condition",Working,16
Samsung,"Galaxy S4 mini i9195","Black Sapphire",8GB,"Not Applicable",Unknown,Non-working,12
Samsung,"Galaxy S4 mini i9195","Black Sapphire",8GB,"Not Applicable","Grade B B2B",Working,12
Samsung,"Galaxy S4 mini i9195","Black Sapphire",8GB,"Not Applicable","Grade B - Good Condition",Working,4
Samsung,"Galaxy S4 mini i9195","Black Leather",8GB,Unlocked,"Insurance Grade",Working,120
Samsung,"Galaxy S4 mini i9195","Black Leather",8GB,Unlocked,"Insurance Grade","Non-working - Need Battery",4
Samsung,"Galaxy S4 mini i9195",Black,8GB,Damaged,Unknown,Non-working,4
Samsung,"Galaxy S4 mini i9195","Black Mist",8GB,Unlocked,"Insurance Grade",Working,48
Samsung,"Galaxy S4 mini i9195","Black Mist",8GB,Unlocked,"Insurance Grade","Non-working - Need Battery",12
Samsung,"Galaxy S4 mini i9195","Black Leather",8GB,Unlocked,"Insurance Grade","Brand New",4
Samsung,"Galaxy S4 mini i9195",Black,8GB,Unlocked,"Insurance Grade",Working,24
Samsung,"Galaxy S4 mini i9195",White,8GB,Unlocked,"Grade A - Very Good Condition",Working,56
Samsung,"Galaxy S4 mini i9195",White,8GB,Unlocked,"Insurance Grade",Working,12
Samsung,"Galaxy S4 mini i9195",White,8GB,Unlocked,"Insurance Grade","Non-working - Need Battery",4
Samsung,"Galaxy S4 mini i9195",White,8GB,Unlocked,"Insurance Grade","Brand New",36
Samsung,"Galaxy S4 mini i9195",White,8GB,Unlocked,"Grade A - Very Good Condition","Non-working - DeBrand",4
Samsung,"Galaxy S4 mini i9195",White,8GB,Unlocked,"Grade A - Very Good Condition","Non-working - Need Battery",4
Samsung,"Galaxy S4 mini i9195",White,8GB,Unlocked,"Grade B - Good Condition",Working,4
Samsung,"Galaxy S4 mini i9195",White,8GB,Unlocked,"Grade C - Acceptable Condition",Working,4
Samsung,"Galaxy S4 mini i9195","Black Sapphire",8GB,Unlocked,"Grade C - Acceptable Condition",Working,16
Samsung,"Galaxy S4 mini i9195","Black Sapphire",8GB,Unlocked,"Grade B - Good Condition",Working,4
